Vin,Engine_Desc,Transmission_Desc,Body_Style,Platform,Repair_Age,Km,Customer_Verbatim,Correction_Verbatim,Causal_Part_Nm,Transaction_Category,Totalcost,Lbrcost,Reporting_Cost,Dealer_Name,Repair_Dlr_City,State,Dealer_Region,Combined_Text,Clean_Text,Generated_Tags
1Hnskrkl5Sr469158,"Gas, 8 Cyl, V8, 6.2L, Di, Dfm, Alum, Gen 5","Byt 10 Spd, 10L80, Grx, Gen 1, Atss, Etrs, Var 1",4 Door Utility,Full-Size Utility,5,491,Install Sop. Customer States The Stitching On The Steering Wheel Is Coming Loose. Pra Accepted Pre-Authorization Number 493070000000,R&R Steering Wheel.,Wheel Asm-Strg *Jet Black,Freg,388.02,96.93,388.02,Diamondedge Auto,Bolingbrook,Il,1,Install Sop. Customer States The Stitching On The Steering Wheel Is Coming Loose. Pra Accepted Pre-Authorization Number 493070000000 R&R Steering Wheel.,install sop customer states the stitching on the steering wheel is coming loose pra accepted preauthorization number  rr steering wheel,['steering_issue']
1Hks2Jkl0Sr471303,"Gas, 8 Cyl, V8, 6.2L, Di, Dfm, Alum, Gen 5","Byt 10 Spd, 10L80, Grx, Gen 1, Atss, Etrs, Var 1",4 Door Utility,Full-Size Utility,3,3246,Customer States Super Cruise Inoperative.,Test Drove And Duplicated Customers Concern. Found Super Cruise Inop. Found Dtc B19F2 00 Heated Steering Wheel Module Code In Imageprocessing Module. Found Doc Id 6270800 Found Code Was Current And Would Not Clear. Found New Wheel Will Be Needed. Reached Out Totac And Found Issue To Be Steering Wheel/Module. Part On Order. Pra 495999100000 2/2/2024 Replaced Steering Wheel/Module Andcleared Codes. Performed Test Drive On I-95 And Found Super Cruise To Be Fully Functional After Repairs.,Wheel Asm-Strg *Jet Black,Freg,1268.82,69.8,1268.82,Luxewheel Motors,Danvers,Ma,1,Customer States Super Cruise Inoperative. Test Drove And Duplicated Customers Concern. Found Super Cruise Inop. Found Dtc B19F2 00 Heated Steering Wheel Module Code In Imageprocessing Module. Found Doc Id 6270800 Found Code Was Current And Would Not Clear. Found New Wheel Will Be Needed. Reached Out Totac And Found Issue To Be Steering Wheel/Module. Part On Order. Pra 495999100000 2/2/2024 Replaced Steering Wheel/Module Andcleared Codes. Performed Test Drive On I-95 And Found Super Cruise To Be Fully Functional After Repairs.,customer states super cruise inoperative test drove and duplicated customers concern found super cruise inop found dtc bf  heated steering wheel module code in imageprocessing module found doc id  found code was current and would not clear found new wheel will be needed reached out totac and found issue to be steering wheelmodule part on order pra   replaced steering wheelmodule andcleared codes performed test drive on i and found super cruise to be fully functional after repairs,"['electronics', 'steering_issue', 'cruise_control', 'heat_issue']"
1Hyksmrk4Sz003287,Unknown,Unknown,4 Door Utility,Bev,9,9870,"Customer Statesburr On Right Side Of Steering Wheel, Stich Coming Off.",Replaced Steering Wheel Claim Type B 0130 0.5 Pre-Repair Authorizati On Id-497269600000,Wheel Asm-Strg *Backen Blackk,Freg,1480.02,108.22,1480.02,Coastalcar Traders,Signal Hill,Ca,1,"Customer Statesburr On Right Side Of Steering Wheel, Stich Coming Off. Replaced Steering Wheel Claim Type B 0130 0.5 Pre-Repair Authorizati On Id-497269600000",customer statesburr on right side of steering wheel stich coming off replaced steering wheel claim type b   prerepair authorizati on id,['steering_issue']
1H1Fw6S05N4120118,Unknown,"Byt, Electric, Gm, Gem, Gen 2, Drive Unit, X68F",4 Door Sedan,Global Gamma,17,35920,"Steering Wheel Is Not Heating Anymore. Light Comes On But No Heat. If Turned Off, And Try To Put It Back On, The Light Wo Ntcomeon,Please Check Faut Faire Une Preauthorisation Avant De Changer Piece Faut Faire Une Preauthorisation Avant De Changer Piece","Scanner Test, No Trouble Code. Check Bulletin, None. Disassemble Air Bag Module. Disconnect Steering Module. Checkcurrentandground,Ok.Continue Diagnosis.Files At The Base Of The Heater At The Steering Are User,Open Circuit. Order Steering, Part 10 Days. Filled Steering Wheel",Wheel Asm-Strg *Jet Black,Freg,359.21,81.84,312.43,Platinumstar Auto,Pincourt,Pq,1,"Steering Wheel Is Not Heating Anymore. Light Comes On But No Heat. If Turned Off, And Try To Put It Back On, The Light Wo Ntcomeon,Please Check Faut Faire Une Preauthorisation Avant De Changer Piece Faut Faire Une Preauthorisation Avant De Changer Piece Scanner Test, No Trouble Code. Check Bulletin, None. Disassemble Air Bag Module. Disconnect Steering Module. Checkcurrentandground,Ok.Continue Diagnosis.Files At The Base Of The Heater At The Steering Are User,Open Circuit. Order Steering, Part 10 Days. Filled Steering Wheel",steering wheel is not heating anymore light comes on but no heat if turned off and try to put it back on the light wo ntcomeonplease check faut faire une preauthorisation avant de changer piece faut faire une preauthorisation avant de changer piece scanner test no trouble code check bulletin none disassemble air bag module disconnect steering module checkcurrentandgroundokcontinue diagnosisfiles at the base of the heater at the steering are useropen circuit order steering part  days filled steering wheel,"['electronics', 'steering_issue', 'heat_issue']"
3Hrffder8Nh522491,"Diesel, 6 Cyl, 3.0L, Cri, L6, Dohc, Turbo, Vgt, Al Um, Css50V","Byt 10 Spd, 10L80, Atss, Etrs, Cpa, Gen 2",Crew Cab,Full-Size Trucks,22,62183,Cs Blemish On Steering Wheel Sop In,0130.5 Replaced Steering Wheel,Wheel Asm-Strg *Jet Black,Freg_Pol,430.11,86.07,430.11,Apexshore Motors,Houston,Tx,1,Cs Blemish On Steering Wheel Sop In 0130.5 Replaced Steering Wheel,cs blemish on steering wheel sop in  replaced steering wheel,['steering_issue']
1Hr49Re78Sf167912,"Gas, 8 Cyl, 6.6L, Sidi, Vvt, Cast Iron","Byt 6 Spd, Hmd, 6L90",Crew Cab,Full-Size Trucks,9,30941,Customer States Steering Wheel Leather Trim Is Coming Un-Stitched At The 6 O'Clock Position. . .Claim Approved By Gm(487258100000),Remove And Replaced Steering Wheel,Wheel Asm-Strg *Jet Black,Freg,507.32,59.34,507.32,Silverroad Motors,Mansfield,Ma,1,Customer States Steering Wheel Leather Trim Is Coming Un-Stitched At The 6 O'Clock Position. . .Claim Approved By Gm(487258100000) Remove And Replaced Steering Wheel,customer states steering wheel leather trim is coming unstitched at the  oclock position  claim approved by gm remove and replaced steering wheel,"['steering_issue', 'material_wear']"
1Hnskrkd6Rr110090,"Gas, 8 Cyl, 5.3L, V8, Di, Dfm, Alum, Gen 5","Byt 10 Spd, 10L80, Grx, Gen 1, Atss, Etrs, Var 1",4 Door Utility,Full-Size Utility,2,5666,Customers States The Stitching Is Coming Undo Ne On The Steering,Steering Wheel Replacement,Wheel Asm-Strg *Jet Black,Freg,435.26,61.08,435.26,Crestview Auto Sales,Midlothian,Va,1,Customers States The Stitching Is Coming Undo Ne On The Steering Steering Wheel Replacement,customers states the stitching is coming undo ne on the steering steering wheel replacement,['steering_issue']
3Hcfdded5Nh572905,"Gas, 8 Cyl, 5.3L, V8, Di, Dfm, Alum, Gen 5","Byt 10 Spd, 10R80, Grx, Gen 1, Atss, Var 1",Crew Cab,Full-Size Trucks,21,33819,Cs Steering Wheel Leather Is Coming Undone At Lower Section,"Autorización Aceptada, Volante Reemplazado Para Corregir La Preocupación",Wheel Asm-Strg *Jet Black,Freg,238.04,63.71,205.96,Summitedge Motors,Auburn,In,1,"Cs Steering Wheel Leather Is Coming Undone At Lower Section Autorización Aceptada, Volante Reemplazado Para Corregir La Preocupación",cs steering wheel leather is coming undone at lower section autorizacin aceptada volante reemplazado para corregir la preocupacin,"['steering_issue', 'material_wear']"
1Hr49Xey6Rf285876,"Diesel, 8 Cyl, 6.6L, Di, V8, Turbo, Duramax, Gen 5 Var. 1","Byt 10 Spd, 10R1000, Grx, Gen 1, Var 1",Crew Cab,Full-Size Trucks,3,9088,General Concern [[Covered By W] Service Safety Restraints Light],Replaced Steering Column Harness With Additional Air Bag,Harness Asm-Strg Whl Horn Sw Wrg,Freg,1166.27,190.58,1166.27,Horizonstar Auto,San Antonio,Tx,1,General Concern [[Covered By W] Service Safety Restraints Light] Replaced Steering Column Harness With Additional Air Bag,general concern covered by w service safety restraints light replaced steering column harness with additional air bag,['steering_issue']
3Hnkbcr47Ns151581,"Gas, 4 Cyl, L4, 2.0L, Sidi, Dohc, Vvt, Alum, Turb O, Var 3","Eu:N:X:Z|Transmission Byt 9 Spd, 9T60, Gen 1",4 Door Utility,Crossover Suv,23,58324,Steering Wheel Bezel Bubbling Sop In,Replaced Steering Wheel,Wheel Asm-Strg *Jet Black,Freg_Pol,284.89,57.2,284.89,Legacyroad Motors,Cape Coral,Fl,1,Steering Wheel Bezel Bubbling Sop In Replaced Steering Wheel,steering wheel bezel bubbling sop in replaced steering wheel,['steering_issue']
3Hcfdeed0Sh124676,"Gas, 8 Cyl, 5.3L, V8, Di, Dfm, Alum, Gen 5","Byt 10 Spd, 10R80, Grx, Gen 1, Atss, Var 1",Crew Cab,Full-Size Trucks,2,11537,Heated Steering Wheel When Engaged Will Turn On And Go Back Off,Inspect And Found Code B1A4C- Following Service Procedures-Found Steering Wheel Heater Shorted-Replaced Steering Wheel Assembly,Wheel Asm-Strg *Jet Black,Freg,482.78,119.23,438.78,Cityline Auto Sales,Eldersburg,Md,1,Heated Steering Wheel When Engaged Will Turn On And Go Back Off Inspect And Found Code B1A4C- Following Service Procedures-Found Steering Wheel Heater Shorted-Replaced Steering Wheel Assembly,heated steering wheel when engaged will turn on and go back off inspect and found code bac following service proceduresfound steering wheel heater shortedreplaced steering wheel assembly,"['electronics', 'steering_issue', 'heat_issue']"
1Hnskckdxnr189867,"Gas, 8 Cyl, 5.3L, V8, Di, Dfm, Alum, Gen 5","Byt 10 Spd, 10L80, Grx, Gen 1, Atss, Etrs, Var 1",4 Door Utility,Full-Size Utility,25,37708,Customer States New Heated Steering Wheel Installed As Retrofit On R.O. 22330 In Coming Apart Towards Bottom Of Steering Wheel,Removed And Replaced Steering Wheel,Wheel Asm-Strg *Jet Black,Freg,256.11,66.33,256.11,Goldpeak Car Traders,Freehold,Nj,1,Customer States New Heated Steering Wheel Installed As Retrofit On R.O. 22330 In Coming Apart Towards Bottom Of Steering Wheel Removed And Replaced Steering Wheel,customer states new heated steering wheel installed as retrofit on ro  in coming apart towards bottom of steering wheel removed and replaced steering wheel,"['steering_issue', 'heat_issue']"
1Hkknlls4Sz248206,"Gas, 6 Cyl, 3.6L, V6, Di, Dohc, Vvt, Alum, Gen 2","Transmission Byt 9 Spd, 9T65, Etrs Gen 1",4 Door Utility,Crossover Suv,5,11781,Re&Re Steering Wheel. Part Is Here,"Inspected Steering Wheel And Found Leather Under Stitching At Left Han D Thumb Grip To Have Started To Lift. Pictures Ofwheeltaken, Replaced Ordered Steering Wheel Pra 496611700000",Wheel Asm-Strg *Black,Freg,355.82,31.93,355.82,Royaldrive Motors,Brantford,On,1,"Re&Re Steering Wheel. Part Is Here Inspected Steering Wheel And Found Leather Under Stitching At Left Han D Thumb Grip To Have Started To Lift. Pictures Ofwheeltaken, Replaced Ordered Steering Wheel Pra 496611700000",rere steering wheel part is here inspected steering wheel and found leather under stitching at left han d thumb grip to have started to lift pictures ofwheeltaken replaced ordered steering wheel pra ,"['steering_issue', 'material_wear']"
3Hrs9Eed0Lh255650,"Gas, 8 Cyl, 5.3L, V8, Di, Dfm, Alum, Gen 5","Byt 10 Spd, 10L80, Grx, Gen 1, Atss, Etrs, Var 1",4 Door Utility,Full-Size Utility,13,17008,Customer States The Finish On The Steering Wheel Is Coming Off And It Gets Really Sticky When It Gets Hot Out,Replaced Applique,Applique Asm-Strg Whl Tr Spoke Cvr *Synthesis,Freg,120.37,88.31,120.37,Swiftstone Auto Sales,Muncy,Pa,1,Customer States The Finish On The Steering Wheel Is Coming Off And It Gets Really Sticky When It Gets Hot Out Replaced Applique,customer states the finish on the steering wheel is coming off and it gets really sticky when it gets hot out replaced applique,['steering_issue']
1Hyknhrs6Mz221833,"Gas, 6 Cyl, 3.6L, V6, Di, Dohc, Vvt, Alum, Gen 2","Transmission Byt 9 Spd, 9T65, Etrs Gen 1",4 Door Utility,Global Crossover Vehicles,32,35451,Customer States That The Steering Is Very Tight And You Can Hear It Rubbing In The Steering Column When You Turn Pra 497110800000,Replaced Steering Wheel Completedlop 0130 Time .4,Wheel Asm-Strg *Black,Freg,1026.53,59.88,718.53,Primewheel Auto,Newport News,Va,1,Customer States That The Steering Is Very Tight And You Can Hear It Rubbing In The Steering Column When You Turn Pra 497110800000 Replaced Steering Wheel Completedlop 0130 Time .4,customer states that the steering is very tight and you can hear it rubbing in the steering column when you turn pra  replaced steering wheel completedlop  time ,['steering_issue']
1Hykssrl4Sz003381,Unknown,Unknown,4 Door Utility,Bev,8,13393,Cs Driver Assistance Warning Light Is Coming On While Driving,Replaced Steering Wheel,Wheel Asm-Strg *Backen Blackk,Freg,1474.06,118.9,1474.06,Bluestream Car Traders,Ridgeland,Ms,1,Cs Driver Assistance Warning Light Is Coming On While Driving Replaced Steering Wheel,cs driver assistance warning light is coming on while driving replaced steering wheel,['steering_issue']
1Hkknxls3Sz128369,"Gas, 6 Cyl, 3.6L, V6, Di, Dohc, Vvt, Alum, Gen 2","Transmission Byt 9 Spd, 9T65, Etrs Gen 1",4 Door Utility,Crossover Suv,12,25341,Customer Statescustomer States Vehicle Steering Wheel Coming Apart In Op Check And Advise Sop Steering Wheel In Check And Advise,Replaced Steering Wheel Pra 496735300000,Wheel Asm-Strg *Black,Freg,481.95,86.57,481.95,Crestline Drive Auto,Signal Hill,Ca,1,Customer Statescustomer States Vehicle Steering Wheel Coming Apart In Op Check And Advise Sop Steering Wheel In Check And Advise Replaced Steering Wheel Pra 496735300000,customer statescustomer states vehicle steering wheel coming apart in op check and advise sop steering wheel in check and advise replaced steering wheel pra ,['steering_issue']
1Hc4Wle78Rf260518,"Gas, 8 Cyl, 6.6L, Sidi, Vvt, Cast Iron","Byt 10 Spd, Rwd 4.54 1St, 2.86 2Nd, 2.06 3Rd, 1.7 1 4Th, 1.48 5Th, 1.26 6Th, 1.00 7Th, 10L",Crew Cab,Full-Size Trucks,4,13,Customer States There Is Clicking Type Noise Coming From Steering Wheel When Turning.E,Removed Steering Wheel And Disassembled And Found Screw Floating Around Behind Cover Removed And Reassembled And Noise Is No Longer Present,Wheel Asm-Strg *Jet Black,Freg,101.85,101.85,101.85,Westpoint Motors,Sarasota,Fl,1,Customer States There Is Clicking Type Noise Coming From Steering Wheel When Turning.E Removed Steering Wheel And Disassembled And Found Screw Floating Around Behind Cover Removed And Reassembled And Noise Is No Longer Present,customer states there is clicking type noise coming from steering wheel when turninge removed steering wheel and disassembled and found screw floating around behind cover removed and reassembled and noise is no longer present,['steering_issue']
1Hkknxls8Mz121378,"Gas, 6 Cyl, 3.6L, V6, Di, Dohc, Vvt, Alum, Gen 2","Transmission Byt 9 Spd, 9T65, Etrs Gen 1",4 Door Utility,Crossover Suv,38,48660,11Buz Minor Electrical Cust States Stitching Coming Apart From Steering Wheel Replace Steering Wheel (Sop Here) 7440130 .4 Pre Auth# 493358100000,R&R Steering Wheel For Bad Stitching. -Returned Old Wheel To Parts Department For Warranty.,Wheel Asm-Strg *Dark Galvanie,Freg_Pol,524.56,54.27,524.56,Urbancrest Auto Sales,New Britain,Ct,1,11Buz Minor Electrical Cust States Stitching Coming Apart From Steering Wheel Replace Steering Wheel (Sop Here) 7440130 .4 Pre Auth# 493358100000 R&R Steering Wheel For Bad Stitching. -Returned Old Wheel To Parts Department For Warranty.,buz minor electrical cust states stitching coming apart from steering wheel replace steering wheel sop here   pre auth  rr steering wheel for bad stitching returned old wheel to parts department for warranty,"['electronics', 'steering_issue']"
